Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,DebtRatio_age,Income_per_Loan
530,0,0.581815774,45,0,0.724784402,8000.0,11,0,2,0,0.0,32.61529809,727.2727272727273
531,0,0.0,82,0,0.0,,3,0,0,0,0.0,0.0,
532,0,0.0,64,0,3819.0,,3,0,2,0,,244416.0,
533,0,0.312068793,55,1,0.127071823,1266.0,5,0,0,0,0.0,6.988950265,253.2
534,0,0.266371179,58,0,0.498488489,12900.0,12,0,1,0,2.0,28.912332361999997,1075.0
535,0,0.040186458,35,0,0.300839136,5600.0,8,0,2,0,1.0,10.52936976,700.0
536,0,0.749602291,62,0,7963.0,,7,0,2,0,3.0,493706.0,
537,1,0.955545894,52,1,0.524949909,10480.0,11,0,3,0,1.0,27.297395268000002,952.7272727272727
538,0,0.086635409,40,0,887.0,0.0,8,0,1,0,1.0,35480.0,0.0
539,0,0.212768452,57,0,2301.0,,17,0,2,0,0.0,131157.0,
540,0,0.9543957,45,2,0.4842141,8836.0,10,0,1,0,1.0,21.7896345,883.6
541,0,0.188256123,27,0,0.881825173,3900.0,6,0,1,0,1.0,23.809279671,650.0
542,0,1.245847176,24,1,499.0,,4,1,0,0,,11976.0,
543,0,0.014049887,37,0,0.674399608,6120.0,9,0,1,0,0.0,24.952785496,680.0
544,0,0.329609837,36,0,0.437743191,3597.0,16,0,2,0,2.0,15.758754876,224.8125
545,0,0.484099985,40,0,0.423251505,10794.0,9,0,2,0,2.0,16.9300602,1199.3333333333333
546,0,0.0,86,0,2.0,,9,0,0,0,0.0,172.0,
547,0,0.035113768,56,0,87.0,,11,0,0,0,0.0,4872.0,
548,0,0.084826988,59,0,0.53418212,3612.0,9,0,2,0,0.0,31.51674508,401.3333333333333
549,0,0.9999999,40,0,0.60616581,7200.0,6,0,3,0,0.0,24.246632400000003,1200.0
550,0,0.152250785,49,0,0.030774358,9000.0,3,0,0,0,0.0,1.507943542,3000.0
551,0,0.2128856,66,0,0.351891786,5100.0,10,0,1,0,0.0,23.224857875999998,510.0
552,0,0.9999999,63,3,0.200843235,5217.0,5,0,1,1,4.0,12.653123805,1043.4
553,0,0.9999999,45,0,461.0,,2,0,0,0,0.0,20745.0,
554,0,0.0,30,0,0.0,4700.0,1,0,0,0,1.0,0.0,4700.0
555,0,0.576284725,36,0,0.785404865,3000.0,10,0,1,0,1.0,28.27457514,300.0
556,0,0.408215982,39,0,677.0,,4,0,0,0,2.0,26403.0,
557,0,0.0,27,0,0.0,4500.0,5,0,0,0,0.0,0.0,900.0
558,0,0.10680013,44,3,0.747375437,6000.0,8,0,3,0,2.0,32.884519228,750.0
559,0,0.004552998,34,0,3.0,,2,0,0,0,0.0,102.0,
560,0,0.277436128,59,0,0.388566694,3620.0,8,0,1,0,1.0,22.925434946,452.5
561,0,0.285342534,38,0,0.08951092,3250.0,4,0,0,0,3.0,3.40141496,812.5
562,0,0.162077194,38,0,0.024885359,70000.0,6,0,1,0,2.0,0.945643642,11666.666666666666
563,0,0.57073821,39,0,1314.0,,5,2,2,0,0.0,51246.0,
564,0,0.622524722,43,0,0.353883732,10234.0,8,0,1,0,0.0,15.217000476,1279.25
565,0,0.113165062,57,0,3169.0,,16,0,1,0,3.0,180633.0,
566,0,0.0,75,0,0.527431421,801.0,4,0,1,0,0.0,39.557356575,200.25
567,0,0.732711215,29,0,0.338531127,8400.0,10,0,1,0,0.0,9.817402683,840.0
568,0,0.486651335,55,0,0.324741695,9000.0,10,0,2,0,0.0,17.860793225,900.0
569,0,0.584844623,60,0,0.293637575,6003.0,11,0,1,0,0.0,17.6182545,545.7272727272727
570,0,0.875440658,37,0,0.437717467,1436.0,5,0,0,0,1.0,16.195546279000002,287.2
571,0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0,4.424229285,986.8571428571429
572,0,0.03929607,48,0,0.480393478,7420.0,10,0,2,0,0.0,23.058886944,742.0
573,1,0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0,48.894842071999996,277.77777777777777
574,0,0.064835195,56,2,0.197624587,8166.0,10,0,1,0,0.0,11.066976872,816.6
575,0,0.008684579,75,0,0.0013269,8289.0,5,0,0,0,0.0,0.0995175,1657.8
576,0,0.9999999,55,1,0.138721351,4144.0,1,0,0,0,0.0,7.629674305,4144.0
577,0,0.503587987,63,0,1.308922769,4000.0,16,0,1,0,0.0,82.462134447,250.0
578,0,0.000309046,49,0,562.0,,10,0,1,0,,27538.0,
579,0,0.697812691,31,0,0.236980252,12000.0,10,0,0,0,1.0,7.346387812,1200.0
580,0,0.650432993,61,0,0.368063194,10000.0,10,0,1,0,1.0,22.451854834,1000.0
581,0,0.30248201,46,0,0.348057208,7900.0,12,0,1,0,2.0,16.010631568,658.3333333333334
582,0,0.9999999,40,0,0.185755935,2400.0,1,2,0,0,0.0,7.4302374,2400.0
583,0,0.159116246,91,0,0.184123484,1813.0,6,0,0,0,0.0,16.755237044,302.1666666666667
584,0,0.768537191,46,0,2568.0,,5,0,0,0,0.0,118128.0,
585,0,0.155644438,56,0,0.336831584,2000.0,5,0,1,0,0.0,18.862568704,400.0
586,0,0.836294011,29,3,0.260170076,4350.0,8,0,1,0,1.0,7.544932203999999,543.75
587,0,0.293041811,45,0,0.373940678,3775.0,5,0,1,0,3.0,16.82733051,755.0
588,0,0.9999999,49,1,0.098937721,4800.0,1,0,0,0,4.0,4.847948329,4800.0
589,0,0.271898248,64,0,556.0,,3,0,1,0,,35584.0,
590,0,0.0,51,0,0.238076192,10000.0,6,0,1,0,0.0,12.141885792,1666.6666666666667
591,0,0.291956248,45,0,1021.0,,5,0,0,0,,45945.0,
592,0,0.106531463,78,0,0.024303074,5595.0,9,0,0,0,0.0,1.895639772,621.6666666666666
593,0,0.250818316,36,0,0.240143984,5833.0,6,0,2,0,1.0,8.645183424,972.1666666666666
594,0,0.181579946,54,0,0.3539428,6048.0,9,0,1,0,1.0,19.1129112,672.0
595,0,0.002964536,67,0,0.349026844,16800.0,14,0,5,0,0.0,23.384798548,1200.0
596,0,0.048911121,63,0,0.102800764,6283.0,4,0,0,0,1.0,6.476448132,1570.75
597,1,0.517045364,61,0,0.572590321,7500.0,20,0,2,0,0.0,34.928009581,375.0
598,0,0.024100447,86,0,0.010791367,2223.0,6,0,0,0,0.0,0.928057562,370.5
599,0,0.122976319,50,0,0.454103343,3289.0,6,0,1,0,1.0,22.70516715,548.1666666666666
600,1,0.387065977,51,0,0.350874186,5833.0,12,0,1,2,1.0,17.894583486,486.0833333333333
601,0,0.021741679,70,0,0.187762448,5000.0,11,0,1,0,0.0,13.14337136,454.54545454545456
602,0,0.269257489,44,0,0.607594937,1500.0,7,0,0,0,3.0,26.734177228,214.28571428571428
603,0,0.996301651,39,2,0.306101912,10930.0,17,0,0,0,1.0,11.937974568,642.9411764705883
604,0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0,9.850272970999999,5555.5
605,0,0.008665511,58,0,1.908629442,6500.0,17,0,5,0,0.0,110.700507636,382.3529411764706
606,0,0.155742213,39,0,723.0,0.0,13,0,0,0,2.0,28197.0,0.0
607,0,0.733914381,33,0,0.158975542,4333.0,7,1,0,0,1.0,5.246192886,619.0
608,0,0.210442588,53,0,0.513602495,5770.0,10,0,2,0,1.0,27.220932235,577.0
609,0,0.095634788,36,0,0.175266904,2247.0,4,0,0,0,1.0,6.309608544,561.75
610,0,0.124801376,62,0,0.566894457,6584.0,15,0,2,0,0.0,35.147456334,438.93333333333334
611,0,0.016995185,62,0,0.002301937,5212.0,4,0,0,0,0.0,0.142720094,1303.0
612,0,0.964038058,29,1,0.263516583,2200.0,6,0,0,0,0.0,7.641980907000001,366.6666666666667
613,0,0.211206477,44,1,0.2138395,2080.0,13,1,0,1,0.0,9.408938,160.0
614,0,0.184476515,32,0,0.444956049,7166.0,11,0,2,0,0.0,14.238593568,651.4545454545455
615,0,0.0,52,0,0.444444444,3500.0,5,0,2,0,1.0,23.111111088,700.0
616,0,0.086605363,69,0,73.0,,2,0,0,0,,5037.0,
617,0,0.069069784,71,0,1468.0,,3,0,1,0,,104228.0,
618,0,0.187090597,63,0,0.506873282,4000.0,10,0,2,0,1.0,31.933016766,400.0
619,0,0.732202177,44,0,0.258576628,12912.0,26,0,0,0,0.0,11.377371632,496.61538461538464
620,0,0.392141112,54,0,1.383017398,3850.0,18,0,2,0,2.0,74.682939492,213.88888888888889
621,0,0.063688754,41,0,0.266876688,6665.0,8,0,0,0,1.0,10.941944207999999,833.125
622,0,0.616982372,32,1,0.191649336,6250.0,10,0,0,0,2.0,6.132778752,625.0
623,0,0.288541381,87,1,0.571428571,1700.0,23,0,0,0,0.0,49.714285677,73.91304347826087
624,0,0.221106801,43,0,0.157212981,7333.0,5,0,1,0,0.0,6.760158183,1466.6
625,0,0.193612774,47,0,0.020146833,5856.0,1,0,0,0,3.0,0.9469011509999999,5856.0
626,0,0.014441183,75,0,0.145703611,16059.0,8,0,1,0,0.0,10.927770825000001,2007.375
627,0,0.531963331,64,2,0.480082158,18500.0,19,0,3,0,1.0,30.725258112,973.6842105263158
628,0,0.346960384,41,0,1.432686655,1700.0,13,0,3,0,2.0,58.740152855,130.76923076923077
629,0,0.024305835,30,0,1581.0,,6,0,1,0,0.0,47430.0,
630,0,0.9999999,40,0,2866.0,0.0,2,0,2,0,0.0,114640.0,0.0
631,0,0.0,56,0,0.0,6200.0,2,0,0,0,0.0,0.0,3100.0
632,0,0.65854007,55,0,0.489714904,5541.0,6,0,1,0,0.0,26.93431972,923.5
633,0,0.104693763,36,0,0.297372704,4300.0,8,0,1,0,1.0,10.705417343999999,537.5
634,0,0.046740048,57,0,0.404799866,11916.0,13,0,3,0,0.0,23.073592362,916.6153846153846
635,0,0.057887851,56,0,0.238127698,4400.0,13,0,1,0,1.0,13.335151088,338.46153846153845
636,0,0.883182488,49,0,0.183736947,4500.0,18,0,0,0,2.0,9.003110403,250.0
637,0,0.005326455,53,0,79.0,0.0,4,0,0,0,0.0,4187.0,0.0
638,0,0.088809584,51,0,0.295480067,7123.0,12,0,1,0,0.0,15.069483417,593.5833333333334
639,0,0.021319787,64,0,0.24496788,2334.0,13,0,1,0,0.0,15.67794432,179.53846153846155
640,0,0.281880372,28,0,0.179975176,2416.0,7,0,0,0,0.0,5.039304928,345.14285714285717
641,0,0.063062463,54,0,4659.0,,5,0,2,0,0.0,251586.0,
642,0,0.0,53,0,2719.0,,5,0,1,0,0.0,144107.0,
643,1,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0,12.492027172,791.6875
644,0,0.143316879,70,3,4294.0,,16,0,5,1,0.0,300580.0,
645,0,0.334295645,48,0,5368.0,,13,0,2,0,0.0,257664.0,
646,0,0.010350125,52,0,0.258589038,3812.0,6,0,1,0,1.0,13.446629976,635.3333333333334
647,0,0.336596148,36,0,0.08037225,1181.0,2,0,0,0,0.0,2.8934010000000003,590.5
648,0,0.044842922,51,0,0.23358954,11318.0,5,0,1,0,2.0,11.91306654,2263.6
649,0,0.007712359,69,0,0.156614462,3000.0,6,0,0,0,0.0,10.806397878,500.0
650,0,1.011332794,52,0,10.80049875,400.0,8,0,1,0,2.0,561.6259349999999,50.0
651,0,0.066778859,67,0,84.0,,7,0,0,0,,5628.0,
652,0,0.0,36,0,0.370418677,7666.0,4,0,1,0,2.0,13.335072371999999,1916.5
653,0,0.0,49,0,0.62273579,1600.0,10,0,1,0,1.0,30.51405371,160.0
654,1,0.314685703,51,3,0.160317928,16984.0,13,0,2,1,4.0,8.176214328,1306.4615384615386
655,1,0.149314411,36,0,0.558320373,4500.0,9,0,3,0,0.0,20.099533428,500.0
656,0,0.0,33,0,0.238212526,2841.0,9,0,0,0,0.0,7.861013358,315.6666666666667
657,0,0.037849716,62,0,0.162891787,8741.0,15,0,1,0,0.0,10.099290794,582.7333333333333
658,0,0.281115558,69,0,0.162186181,4500.0,10,0,0,0,1.0,11.190846489,450.0
659,0,0.005196165,70,0,1514.0,,9,0,2,0,0.0,105980.0,
660,0,0.133688867,49,0,0.093522183,4800.0,7,0,0,0,2.0,4.582586967,685.7142857142857
661,0,0.321457844,46,2,1434.0,,6,0,1,1,0.0,65964.0,
662,0,0.0,65,0,0.416379181,6666.0,10,0,1,0,0.0,27.064646765,666.6
663,0,0.827151013,56,1,0.219974716,8700.0,8,0,0,1,1.0,12.318584095999999,1087.5
664,0,0.442798278,51,0,2092.0,,11,0,0,0,2.0,106692.0,
665,0,0.025082109,57,0,0.360879707,3000.0,15,0,0,0,0.0,20.570143298999998,200.0
666,0,0.578849363,48,0,0.367553674,6613.0,10,0,1,0,1.0,17.642576352,661.3
667,0,0.020703507,47,0,0.645104381,3400.0,6,0,1,0,2.0,30.319905907,566.6666666666666
668,1,1.248751249,33,0,0.175120326,2700.0,3,2,0,0,0.0,5.778970758,900.0
669,0,0.9999999,75,0,8.0,,2,0,0,0,0.0,600.0,
670,0,0.569824212,40,0,0.361421689,11000.0,18,0,1,0,2.0,14.45686756,611.1111111111111
671,0,0.914867126,40,0,0.517037339,4900.0,7,0,1,0,1.0,20.68149356,700.0
672,0,0.0382584,68,0,0.009831695,6000.0,12,0,0,0,0.0,0.66855526,500.0
673,0,0.964561473,35,4,0.305839582,4400.0,10,3,0,2,2.0,10.70438537,440.0
674,0,0.02731285,65,0,0.325335893,2083.0,6,0,0,0,0.0,21.146833044999997,347.1666666666667
675,0,0.035605591,81,0,0.017260735,7125.0,7,0,0,0,0.0,1.398119535,1017.8571428571429
676,0,0.004595129,52,0,0.39095856,7166.0,7,0,1,0,0.0,20.32984512,1023.7142857142857
677,0,0.042534081,69,0,0.009690817,6500.0,4,0,0,0,1.0,0.668666373,1625.0
678,0,0.12136536,34,0,3300.0,,5,0,2,0,0.0,112200.0,
679,0,0.180162143,40,0,0.448326668,9501.0,15,0,2,0,1.0,17.93306672,633.4
680,0,0.054940099,35,0,0.662152897,5833.0,10,0,2,0,2.0,23.175351395,583.3
681,0,0.099724251,80,0,0.008908281,11000.0,3,0,0,0,0.0,0.7126624800000001,3666.6666666666665
682,0,0.030513202,68,0,48.0,,6,0,0,0,0.0,3264.0,
683,0,0.175434349,47,0,0.149077983,4500.0,9,0,0,0,0.0,7.006665201,500.0
684,0,0.019883105,64,0,0.028599606,6083.0,16,0,0,0,0.0,1.830374784,380.1875
685,1,0.990764426,36,2,0.361340457,4117.0,4,0,0,0,1.0,13.008256452,1029.25
686,0,0.386084012,49,0,0.166452387,11666.0,17,0,0,0,3.0,8.156166963,686.2352941176471
687,0,0.008287427,55,0,0.115171335,7032.0,8,0,1,0,0.0,6.334423425,879.0
688,0,0.058687793,35,0,0.335733141,8333.0,6,0,2,0,2.0,11.750659935,1388.8333333333333
689,0,0.091106715,63,0,0.035418452,3500.0,5,0,0,0,0.0,2.231362476,700.0
690,0,0.023114333,64,0,0.513540291,9083.0,16,0,3,0,0.0,32.866578624,567.6875
691,0,0.083426677,64,0,0.037871034,2930.0,7,0,0,0,2.0,2.423746176,418.57142857142856
692,0,0.529411765,26,1,0.017052375,820.0,1,0,0,0,0.0,0.44336175000000005,820.0
693,0,0.192722211,77,0,0.457930642,7035.0,21,0,1,0,1.0,35.260659434,335.0
694,0,0.9999999,32,0,0.177955511,4000.0,1,2,0,0,0.0,5.694576352,4000.0
695,0,0.359412083,54,0,3.874422899,1082.0,22,0,1,0,0.0,209.21883654599998,49.18181818181818
696,0,0.106517279,40,0,0.263151915,8800.0,17,0,3,0,4.0,10.5260766,517.6470588235294
697,0,0.07953842,53,0,2958.0,,9,0,1,0,2.0,156774.0,
698,1,2066.0,58,0,0.27112148,6000.0,8,1,1,0,1.0,15.725045840000002,750.0
699,0,0.01239876,50,3,0.207518671,11916.0,4,0,1,0,0.0,10.37593355,2979.0
700,0,0.9999999,56,0,0.00711943,12500.0,2,0,0,0,2.0,0.39868808,6250.0
701,0,0.003938695,75,0,0.199949219,7876.0,11,0,2,0,0.0,14.996191425000001,716.0
702,0,0.520418652,36,1,0.232918082,2648.0,5,0,0,0,3.0,8.385050952,529.6
703,0,0.160899231,33,0,0.182363527,3333.0,13,0,0,0,0.0,6.017996391,256.38461538461536
704,0,0.252505361,52,0,0.442592901,6000.0,13,0,1,0,2.0,23.014830852,461.53846153846155
705,0,0.035670256,62,0,0.427674963,9401.0,9,0,4,0,0.0,26.515847706000002,1044.5555555555557
706,0,0.046747539,60,0,1.012368584,3233.0,13,0,2,0,0.0,60.74211504,248.69230769230768
707,0,0.009639594,52,0,0.262440354,4400.0,5,0,0,0,0.0,13.646898407999998,880.0
708,0,0.986400389,36,0,0.441868921,11000.0,8,0,2,0,0.0,15.907281156000002,1375.0
709,0,0.092392056,71,2,0.190062303,13000.0,7,0,1,0,0.0,13.494423513,1857.142857142857
710,0,0.001019592,83,0,0.00019996,5000.0,10,0,0,0,0.0,0.01659668,500.0
711,0,0.0,76,0,272.0,0.0,6,0,0,0,0.0,20672.0,0.0
712,0,0.045516721,40,0,0.090355422,11000.0,12,0,0,0,3.0,3.6142168800000003,916.6666666666666
713,0,0.245744673,46,0,0.585122242,6707.0,21,0,1,0,3.0,26.915623131999997,319.3809523809524
714,0,0.292159285,78,0,605.0,,5,0,0,0,0.0,47190.0,
715,0,0.9999999,36,0,631.0,,1,0,1,0,0.0,22716.0,
716,0,0.016142473,76,0,0.668266347,1666.0,11,0,1,0,0.0,50.788242372,151.45454545454547
717,0,0.759286581,41,1,0.408475574,1698.0,4,0,0,0,1.0,16.747498534,424.5
718,0,0.189734189,60,0,0.04587156,2833.0,2,0,0,0,0.0,2.7522936,1416.5
719,0,0.049082484,63,2,0.361938937,16441.0,12,0,1,0,1.0,22.802153031,1370.0833333333333
720,0,1.163184115,52,0,0.319174181,4213.0,7,0,0,0,0.0,16.597057412,601.8571428571429
721,0,0.238016933,58,0,0.601017347,7666.0,5,0,3,0,0.0,34.859006126,1533.2
722,0,0.410946459,56,0,0.712194056,4575.0,16,0,1,0,0.0,39.882867136,285.9375
723,0,0.476535633,33,0,0.312937413,5000.0,4,0,1,0,0.0,10.326934629,1250.0
724,0,0.37504998,64,0,0.011195522,2500.0,4,0,0,0,0.0,0.716513408,625.0
725,0,0.116188171,33,0,0.043739065,4000.0,9,0,0,0,0.0,1.443389145,444.44444444444446
726,0,0.018497695,40,0,64.0,,13,0,0,0,0.0,2560.0,
727,0,0.254548841,56,0,0.461357487,8500.0,15,0,2,0,4.0,25.836019272,566.6666666666666
728,0,0.013574112,60,0,0.711075819,17000.0,11,0,3,0,0.0,42.664549140000005,1545.4545454545455
729,0,0.9999999,27,0,0.260763359,3274.0,3,0,0,1,2.0,7.040610693,1091.3333333333333
730,0,0.029185402,41,0,0.336295473,3600.0,5,0,1,0,0.0,13.788114393,720.0
731,0,0.985092264,48,0,0.376905611,3082.0,4,0,1,0,0.0,18.091469328,770.5
732,0,0.011904653,69,0,1653.0,,20,0,2,0,0.0,114057.0,
733,0,0.0,39,0,0.735131912,6708.0,13,0,2,0,2.0,28.670144568,516.0
734,0,0.312877738,36,0,0.23072116,8000.0,28,0,0,0,0.0,8.30596176,285.7142857142857
735,0,0.714892819,34,1,0.870354941,6000.0,8,0,1,0,0.0,29.592067994,750.0
736,0,0.060867801,50,1,3074.0,,15,0,1,0,0.0,153700.0,
737,0,0.141853991,79,0,0.812870978,3200.0,8,0,2,0,0.0,64.216807262,400.0
738,0,0.073191767,54,0,0.020708083,4490.0,4,0,0,0,0.0,1.118236482,1122.5
739,0,0.473663158,36,1,0.650674663,2000.0,8,0,0,0,0.0,23.424287868,250.0
740,1,0.987668722,39,5,0.691279186,5010.0,14,0,2,0,2.0,26.959888254000003,357.85714285714283
741,0,0.061214562,35,0,0.453692681,21000.0,7,0,2,0,0.0,15.879243834999999,3000.0
742,0,0.475252475,38,1,0.428628549,2500.0,8,1,0,0,0.0,16.287884862000002,312.5
743,0,0.243842974,52,0,1321.0,,9,0,1,0,2.0,68692.0,
744,0,0.621468927,24,0,0.010079194,4166.0,3,0,0,0,0.0,0.241900656,1388.6666666666667
745,0,0.084589254,76,0,0.044093178,1201.0,8,0,0,0,0.0,3.351081528,150.125
746,0,0.880239982,41,0,1290.0,,6,0,0,0,2.0,52890.0,
747,0,0.087182563,74,0,0.080495356,1291.0,6,0,0,0,0.0,5.956656344000001,215.16666666666666
748,0,0.111715105,47,0,0.315173697,16666.0,12,0,2,0,3.0,14.813163758999998,1388.8333333333333
749,0,0.0,57,0,0.335066493,10000.0,11,0,2,0,3.0,19.098790101000002,909.0909090909091
750,0,0.0,63,0,0.052672049,2600.0,3,0,0,0,1.0,3.318339087,866.6666666666666
751,0,0.0,62,0,17.0,,4,0,0,0,0.0,1054.0,
752,0,0.659178931,39,0,0.285324697,5866.0,6,0,1,0,1.0,11.127663183000001,977.6666666666666
753,0,0.101012576,51,0,0.34037277,12500.0,21,0,2,0,1.0,17.35901127,595.2380952380952
754,0,0.471803323,60,0,0.365787835,9633.0,12,0,1,0,1.0,21.9472701,802.75
755,0,0.224822486,68,0,2284.0,,6,0,2,0,0.0,155312.0,
756,0,0.249922521,63,2,0.254313231,19416.0,18,0,2,0,1.0,16.021733552999997,1078.6666666666667
757,0,0.0,55,0,0.369192131,7166.0,7,0,3,0,1.0,20.305567205,1023.7142857142857
758,0,0.066285085,58,0,0.228999349,9213.0,7,0,1,0,0.0,13.281962241999999,1316.142857142857
759,0,0.025711593,55,0,0.540702656,3500.0,8,0,1,0,2.0,29.73864608,437.5
760,0,0.901509849,33,1,0.128132981,23100.0,8,1,1,0,0.0,4.2283883730000005,2887.5
761,1,0.02331266,58,0,0.632371083,4052.0,13,1,2,0,0.0,36.677522814,311.6923076923077
762,0,0.048540543,55,1,0.215576215,5700.0,9,0,1,0,0.0,11.856691824999999,633.3333333333334
763,0,0.077358439,44,0,0.324267573,10000.0,10,0,2,0,0.0,14.267773211999998,1000.0
764,0,0.082452074,57,0,0.89117395,3500.0,12,0,1,0,1.0,50.79691515,291.6666666666667
765,0,0.9999999,65,0,0.0,615.0,3,0,0,0,0.0,0.0,205.0
766,0,0.14060251,56,0,0.049700447,11850.0,11,0,0,0,2.0,2.7832250320000003,1077.2727272727273
767,0,0.357285429,25,0,0.001723544,2900.0,1,0,0,0,0.0,0.0430886,2900.0
768,0,0.002140517,89,1,5.0,0.0,4,0,0,0,0.0,445.0,0.0
769,1,0.0,32,0,0.44187375,3500.0,5,0,1,0,2.0,14.13996,700.0
770,0,0.072377744,48,0,0.399050079,12000.0,9,0,2,0,0.0,19.154403792,1333.3333333333333
771,0,0.228591229,38,1,0.181233062,2951.0,4,0,0,0,0.0,6.886856356,737.75
772,0,0.0,58,0,526.0,,5,0,1,0,1.0,30508.0,
773,0,0.0,59,1,0.531464095,7881.0,8,2,1,0,0.0,31.356381605000003,985.125
774,0,0.9999999,32,0,0.132716821,4000.0,1,0,0,0,1.0,4.246938272,4000.0
775,0,0.015293506,50,0,0.372513562,1105.0,13,0,0,0,0.0,18.625678100000002,85.0
776,0,0.059183801,26,0,0.067061144,1520.0,7,0,0,0,0.0,1.743589744,217.14285714285714
777,0,0.211859605,55,0,0.128716003,6323.0,8,0,0,0,1.0,7.079380165,790.375
778,0,0.014688043,82,0,13.0,,4,0,0,0,0.0,1066.0,
779,0,0.019415751,62,0,1203.0,,9,0,1,0,0.0,74586.0,
780,0,0.012236873,46,0,1189.0,,6,0,1,0,0.0,54694.0,
781,0,0.917428326,66,1,2410.0,,7,1,2,0,0.0,159060.0,
782,0,0.716283716,46,0,0.26775232,5280.0,10,0,2,0,2.0,12.31660672,528.0
783,0,0.00054943,59,0,0.0,2236.0,4,0,0,0,0.0,0.0,559.0
784,0,0.004680652,29,0,0.057388522,5000.0,4,0,0,0,0.0,1.664267138,1250.0
785,0,0.4275909,39,0,0.342354782,10862.0,14,1,2,0,0.0,13.351836498,775.8571428571429
786,0,0.982477859,36,0,0.508163945,3000.0,3,0,1,0,0.0,18.293902019999997,1000.0
787,0,0.083486086,71,0,0.170705631,5611.0,4,0,1,0,0.0,12.120099801,1402.75
788,0,0.01087466,82,0,0.001287001,7769.0,6,0,0,0,0.0,0.105534082,1294.8333333333333
789,0,0.014646523,26,0,0.121568627,1274.0,7,0,0,0,0.0,3.160784302,182.0
790,1,1.008506531,58,3,3265.0,,20,0,0,1,0.0,189370.0,
791,0,0.537596973,68,0,1591.0,,8,0,1,0,,108188.0,
792,0,0.994428754,42,0,2336.0,0.0,11,0,2,0,3.0,98112.0,0.0
793,0,0.556142972,58,0,0.177274242,3000.0,2,0,0,0,0.0,10.281906036,1500.0
794,1,1.25748503,26,0,0.129805014,1794.0,1,2,0,1,0.0,3.374930364,1794.0
795,0,0.031593681,33,0,523.0,,3,0,0,0,0.0,17259.0,
796,0,0.35407131,51,0,0.053521541,6800.0,5,0,0,0,0.0,2.729598591,1360.0
797,0,0.075627307,60,0,0.193786454,8400.0,9,0,1,0,0.0,11.62718724,933.3333333333334
798,0,0.002965614,29,0,0.515939338,3230.0,8,0,1,0,0.0,14.962240802,403.75
799,0,0.020390558,79,0,0.225861336,2350.0,5,0,0,0,0.0,17.843045544,470.0
800,0,0.04564894,27,0,0.274952015,4167.0,21,0,1,0,0.0,7.423704405,198.42857142857142
801,1,0.962946947,50,0,0.68127587,4106.0,8,0,1,1,0.0,34.0637935,513.25
802,0,0.160226787,31,0,0.356018715,2350.0,5,0,0,0,0.0,11.036580165,470.0
803,0,0.0,45,0,0.735816454,10416.0,11,0,4,0,1.0,33.11174043,946.9090909090909
